msno,is_churn,city,bd,gender,registered_via,registration_init_time,bd_clean,num_transactions,last_transaction_date,last_expire_date,last_plan_price,last_amount_paid,last_payment_method,last_payment_plan_days,is_auto_renew,any_cancel,active_days,first_log_date,last_log_date,total_secs_sum,total_secs_mean,num_unq_mean,num_100_sum,num_25_sum,has_member_record,has_transactions,has_logs,is_age_missing,days_since_last_transaction,days_since_last_log
oRQA/cFIH7FW+kBujxH1Mn24evtxh/Mfh6m9rjYkZYs=,0,1.0,0.0,,7.0,2010-06-15,,1.0,2017-03-17,2017-04-17,149.0,149.0,41.0,30.0,1.0,0.0,4.0,2017-03-14,2017-03-26,8575.464,2143.866,19.5,30.0,40.0,True,True,True,True,14.0,5.0
BqybQAzdJQDX/raYL/OjXK3nuJ/T02UNspKK/kUC8nM=,0,1.0,0.0,,7.0,2016-06-27,,1.0,2017-03-26,2017-04-26,99.0,99.0,41.0,30.0,1.0,0.0,22.0,2017-03-01,2017-03-31,78854.908,3584.314,13.954545454545457,325.0,48.0,True,True,True,True,5.0,0.0
2fV6vBBuX+JKIAAmu9Vhyy2Q9pwGSnE3WFs6kOuJETw=,0,1.0,0.0,,3.0,2012-10-30,,2.0,2017-03-28,2017-05-25,149.0,149.0,38.0,30.0,0.0,0.0,15.0,2017-03-02,2017-03-28,54739.592,3649.306133333333,25.066666666666663,171.0,200.0,True,True,True,True,3.0,3.0
y3KIlBqyF3gvoGT8rehrmQaqLpopCqitbjbb1HBXQ+o=,0,,,,,,,1.0,2017-03-31,2017-04-30,149.0,149.0,34.0,30.0,1.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,False,True,False,True,0.0,
VcgvYZdVX63mUAFlLNBXjheRqOAFwukoHkafPtWQ/m8=,0,13.0,38.0,female,9.0,2011-03-08,38.0,2.0,2017-03-31,2017-05-15,149.0,149.0,39.0,30.0,1.0,0.0,26.0,2017-03-01,2017-03-31,148858.933,5725.343576923076,23.192307692307693,560.0,89.0,True,True,True,False,0.0,0.0
dlBp5qvQdQ6S/vvJxYV7pZJW2G5LSDaPvX3bUlXU2fg=,0,13.0,0.0,,7.0,2014-08-17,,1.0,2017-03-17,2017-04-16,149.0,149.0,40.0,30.0,1.0,0.0,26.0,2017-03-01,2017-03-31,112628.926,4331.881769230769,20.73076923076923,311.0,163.0,True,True,True,True,14.0,0.0
ta24Na5A7lC792d4LvqrcFygaRb9JwD/bwW5D6xzHZU=,0,21.0,38.0,female,3.0,2012-12-08,38.0,1.0,2017-03-05,2017-04-04,149.0,149.0,38.0,30.0,0.0,0.0,20.0,2017-03-01,2017-03-31,153943.384,7697.169199999999,32.4,600.0,89.0,True,True,True,False,26.0,0.0
mRlILeS32unrHN1NaQnxfyZLcADK9r/cg5h+WxBux0Y=,0,13.0,22.0,male,4.0,2017-01-14,22.0,1.0,2017-03-21,2017-04-20,149.0,149.0,38.0,30.0,0.0,0.0,23.0,2017-03-03,2017-03-31,243036.215,10566.79195652174,54.869565217391305,738.0,463.0,True,True,True,False,10.0,0.0
AydVDAbramhPMUZmas7FFTjuAsVxLD3HB7O6z2JsYFQ=,0,13.0,24.0,female,9.0,2011-01-03,24.0,1.0,2017-03-20,2017-04-19,180.0,180.0,36.0,30.0,0.0,0.0,14.0,2017-03-05,2017-03-28,35555.922,2539.708714285714,14.0,129.0,47.0,True,True,True,False,11.0,3.0
UW3HnULBzlf7ENgqjO8GcsmJPU1eJx8Mds7fwxZr0iQ=,0,1.0,0.0,,7.0,2016-09-17,,1.0,2017-03-17,2017-04-17,99.0,99.0,41.0,30.0,1.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,True,True,False,True,14.0,
5h7a7n5G8JVXnjcr9J5ab+mTnWOMe/whxAmeRgxNsMI=,0,11.0,25.0,male,9.0,2006-07-05,25.0,1.0,2017-03-18,2017-04-17,180.0,180.0,29.0,30.0,0.0,0.0,8.0,2017-03-09,2017-03-26,12997.353,1624.669125,8.25,52.0,8.0,True,True,True,False,13.0,5.0
6fxNsUyuwsIb5BLfVzNEVImQh1l4yvdflN5dXqis44Q=,0,15.0,28.0,male,7.0,2016-01-05,28.0,1.0,2017-03-05,2017-04-05,149.0,149.0,41.0,30.0,1.0,0.0,17.0,2017-03-01,2017-03-31,98074.606,5769.094470588236,28.0,351.0,312.0,True,True,True,False,26.0,0.0
/2ppEj+5jIaeV1IpnQabr8MqP4fBy1o0QmR1DSVQFQI=,0,,,,,,,1.0,2017-03-24,2017-04-24,99.0,99.0,41.0,30.0,1.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,False,True,False,True,7.0,
A4wBJP23DTu2zRxKiNNJLmNVJ8/m+cbDG7ec7yRt1Ho=,0,13.0,37.0,female,7.0,2011-02-15,37.0,1.0,2017-03-22,2017-04-22,99.0,99.0,41.0,30.0,1.0,0.0,5.0,2017-03-04,2017-03-26,18059.287,3611.8574,15.8,68.0,10.0,True,True,True,False,9.0,5.0
73cm5c0Ywozgvf+tM6K8ggcKmlAXurOmZj62OY1hwO4=,0,1.0,0.0,,7.0,2015-12-19,,1.0,2017-03-19,2017-04-19,99.0,99.0,41.0,30.0,1.0,0.0,11.0,2017-03-04,2017-03-26,34265.541,3115.0491818181818,12.181818181818182,132.0,5.0,True,True,True,True,12.0,5.0
YGpuES4MMO61PeCyDYCBn1pxSpzcxuXChEALZRJ8RpA=,0,1.0,0.0,,7.0,2013-07-23,,1.0,2017-03-31,2017-04-30,99.0,99.0,41.0,30.0,1.0,0.0,15.0,2017-03-02,2017-03-30,85951.541,5730.102733333333,6.4,371.0,37.0,True,True,True,True,0.0,1.0
ALsNxpMHF1vYIHTuWGl5Y/2+5sz4x8LFw70XFsMMY/A=,0,13.0,30.0,male,9.0,2016-11-08,30.0,1.0,2017-03-31,2017-04-30,149.0,99.0,23.0,30.0,1.0,0.0,12.0,2017-03-03,2017-03-28,72154.745,6012.895416666666,22.5,270.0,50.0,True,True,True,False,0.0,3.0
MhmUd5G9eWOL+3j8GQh3w8o0yv/zxQOvn8nenf5WYi0=,0,1.0,0.0,,7.0,2012-03-09,,1.0,2017-03-10,2017-04-10,99.0,99.0,41.0,30.0,1.0,0.0,26.0,2017-03-01,2017-03-31,101424.398,3900.9383846153846,19.884615384615383,340.0,162.0,True,True,True,True,21.0,0.0
ArtA8KsV72w3++9DI3TOM+7XklqRaDAbnKqi0cbenvE=,0,1.0,0.0,,7.0,2014-05-24,,1.0,2017-03-10,2017-04-10,99.0,99.0,41.0,30.0,1.0,0.0,1.0,2017-03-24,2017-03-24,925.976,925.976,5.0,1.0,1.0,True,True,True,True,21.0,7.0
3S2wXMuSZSLTtBK04Upfn3ejJNO3FaBMNLQzZMzBZus=,0,1.0,0.0,,7.0,2015-07-25,,1.0,2017-03-25,2017-04-25,99.0,99.0,41.0,30.0,1.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,True,True,False,True,6.0,
UDs2P7d0qzmluP4HFUrxt9SMR7TqJosN6kJORQGXxF4=,0,1.0,0.0,,7.0,2016-01-19,,1.0,2017-03-18,2017-04-18,99.0,99.0,41.0,30.0,1.0,0.0,4.0,2017-03-21,2017-03-26,22085.679,5521.41975,20.0,84.0,29.0,True,True,True,True,13.0,5.0
f658IOQJNZqtpIiao+CyxOpJCyJkawjAaCaSwzOtnMU=,0,4.0,35.0,male,9.0,2008-02-12,35.0,1.0,2017-03-03,2017-04-02,180.0,180.0,36.0,30.0,0.0,0.0,4.0,2017-03-01,2017-03-05,7102.734,1775.6835,2.25,23.0,4.0,True,True,True,False,28.0,26.0
+d4Oql9xl/dYdMurLSzcL8znOwX8EKDIaHOmXGQK5Oc=,0,6.0,29.0,male,9.0,2016-09-09,29.0,1.0,2017-03-09,2017-04-08,149.0,149.0,40.0,30.0,1.0,0.0,23.0,2017-03-01,2017-03-31,255081.281,11090.490478260868,31.91304347826087,1163.0,113.0,True,True,True,False,22.0,0.0
noSVL0G6m8PhYWYIXV/g9Mr+oMPNNfgojq7Y0w7AOe8=,0,14.0,61.0,male,9.0,2008-10-16,61.0,1.0,2017-03-07,2017-04-09,149.0,149.0,40.0,30.0,1.0,0.0,30.0,2017-03-01,2017-03-31,215240.97,7174.699,33.733333333333334,761.0,289.0,True,True,True,False,24.0,0.0
S2yhJhYnnRK66zkNKgBzv3XRR1nJOGDMGu/OFMbXDo4=,0,1.0,0.0,,7.0,2013-09-29,,1.0,2017-03-31,2017-04-30,149.0,149.0,41.0,30.0,1.0,0.0,31.0,2017-03-01,2017-03-31,257239.866,8298.060193548388,31.0,952.0,88.0,True,True,True,True,0.0,0.0
GkphAWY38xCQ19XCTpHPUBvn58+C4R3BmNCrTlmLHBE=,0,,,,,,,1.0,2017-03-14,2017-04-14,99.0,99.0,41.0,30.0,1.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,False,True,False,True,17.0,
1QT+ulzyqBchpAkvOizjmff3l0qwBN7pFy+BzpzDlUU=,0,15.0,0.0,,7.0,2011-06-30,,2.0,2017-03-31,2017-05-25,149.0,149.0,39.0,30.0,1.0,0.0,29.0,2017-03-01,2017-03-31,525591.031,18123.82865517241,65.93103448275862,2231.0,201.0,True,True,True,True,0.0,0.0
zSX2MrMvyjMpl3rxmkg+JuMPnQNfZKYj2fgBE3QM0BM=,0,,,,,,,1.0,2017-03-21,2017-04-21,99.0,99.0,41.0,30.0,1.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,False,True,False,True,10.0,
JY2Rjgp9DDidkDodNuo+bUspCpzlzwW6yj+ZBTwqXe4=,0,6.0,23.0,female,9.0,2010-01-09,23.0,1.0,2017-03-17,2017-04-16,180.0,180.0,36.0,30.0,0.0,0.0,16.0,2017-03-01,2017-03-30,68314.494,4269.655875,19.25,272.0,53.0,True,True,True,False,14.0,1.0
rzNQehD9ZSE10r6HD2qYIk8uWBt+eD+tdV+uX/AEgeY=,0,1.0,0.0,,7.0,2016-12-28,,1.0,2017-03-27,2017-04-27,99.0,99.0,41.0,30.0,1.0,0.0,3.0,2017-03-04,2017-03-11,8778.796,2926.2653333333333,9.666666666666666,39.0,3.0,True,True,True,True,4.0,20.0
ZzxuHlyB6fg22FaWgOlwe9lbVdkWygQYMxvMCC64wlA=,0,1.0,0.0,,7.0,2011-11-01,,1.0,2017-03-09,2017-04-09,149.0,149.0,41.0,30.0,1.0,0.0,13.0,2017-03-02,2017-03-22,108437.647,8341.35746153846,32.61538461538461,424.0,4.0,True,True,True,True,22.0,9.0
KnNhu9RmpwsQ32TRGwosvMtx2g6uTDID4ikxJ8QnR30=,0,22.0,22.0,female,3.0,2014-12-07,22.0,1.0,2017-03-08,2017-04-07,149.0,149.0,37.0,30.0,1.0,0.0,24.0,2017-03-01,2017-03-30,300453.516,12518.8965,41.5,1283.0,39.0,True,True,True,False,23.0,1.0
ezS6JFF1d8O13WexmOd3cof3R52DbZj4qNFFCWYQAH4=,0,,,,,,,1.0,2017-03-22,2017-04-22,99.0,99.0,41.0,30.0,1.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,False,True,False,True,9.0,
wJkbAY1wAIOswegODBb9OPC56Bv/vLXsxYEs6g4lCEo=,0,1.0,0.0,,7.0,2013-11-05,,1.0,2017-03-04,2017-04-04,149.0,149.0,41.0,30.0,1.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,True,True,False,True,27.0,
LPVDMkBbEktw+NCk518s5SyAT0Kh33dstXOVB9E81sc=,0,1.0,0.0,,7.0,2013-02-03,,1.0,2017-03-03,2017-04-03,99.0,99.0,41.0,30.0,1.0,0.0,28.0,2017-03-02,2017-03-31,419263.067,14973.680964285715,55.142857142857146,1600.0,58.0,True,True,True,True,28.0,0.0
LxAxXIklSoMX+QjHRhg+eoukaTxko/JoCZcPC9bVRMQ=,0,1.0,0.0,,7.0,2016-01-24,,1.0,2017-03-24,2017-04-24,99.0,99.0,41.0,30.0,1.0,0.0,15.0,2017-03-03,2017-03-31,58824.355,3921.623666666667,13.866666666666667,234.0,7.0,True,True,True,True,7.0,0.0
XL8r7d4aGrdYcGKm1IGcAgRvNv4NyAKdBx6DFqYVT0Q=,0,4.0,15.0,male,9.0,2015-10-09,15.0,1.0,2017-03-29,2017-04-28,149.0,149.0,38.0,30.0,0.0,0.0,31.0,2017-03-01,2017-03-31,370014.935,11935.96564516129,32.45161290322581,1420.0,226.0,True,True,True,False,2.0,0.0
R4lED/jf58TZFW+jXJoUWQAJQ2SqRyAJ9oOpmg+S+nM=,0,4.0,29.0,male,9.0,2005-10-09,29.0,1.0,2017-03-31,2017-04-30,149.0,149.0,34.0,30.0,1.0,0.0,30.0,2017-03-01,2017-03-31,239776.537,7992.551233333334,38.3,1015.0,121.0,True,True,True,False,0.0,0.0
oT04G1UahSDDDemLQFkZll3PGWUxk4YU3lnbKGikzEs=,0,15.0,19.0,male,3.0,2013-01-07,19.0,2.0,2017-03-31,2017-05-17,149.0,149.0,39.0,30.0,1.0,0.0,26.0,2017-03-01,2017-03-30,146339.34,5628.4361538461535,21.03846153846154,571.0,49.0,True,True,True,False,0.0,1.0
6B95+PA4iHdbuRQFufu2UzSyv0llftNDLM1df1WuegA=,0,1.0,0.0,,7.0,2015-08-30,,1.0,2017-03-31,2017-04-30,99.0,99.0,41.0,30.0,1.0,0.0,10.0,2017-03-09,2017-03-27,63732.758,6373.2758,34.4,209.0,95.0,True,True,True,True,0.0,4.0
OBcWodYr+iu1CBD9AqHirdvaLAJZm33zezEkTV1l1J8=,0,1.0,0.0,,7.0,2016-12-07,,1.0,2017-03-06,2017-04-06,99.0,99.0,41.0,30.0,1.0,0.0,12.0,2017-03-06,2017-03-31,32297.476,2691.456333333333,12.5,130.0,25.0,True,True,True,True,25.0,0.0
6G2CbZEOgPAFLrWlZKGgtK5ORIJSB5GWeZgZ9Zw8tCw=,0,15.0,24.0,female,7.0,2016-01-04,24.0,1.0,2017-03-03,2017-04-03,99.0,99.0,41.0,30.0,1.0,0.0,23.0,2017-03-01,2017-03-31,179010.566,7783.068086956521,30.08695652173913,706.0,77.0,True,True,True,False,28.0,0.0
VUwoz55YKOHo8Lq7TwLhIVV1/Lt7czzK3BiSphLkQY4=,0,,,,,,,1.0,2017-03-27,2017-04-27,99.0,99.0,41.0,30.0,1.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,False,True,False,True,4.0,
bqnFqFtJ8PoO7n/XCQD6IF2ghLSVPNi5JeZoT2nfWaI=,0,15.0,31.0,male,9.0,2004-11-08,31.0,1.0,2017-03-07,2017-04-06,180.0,180.0,36.0,30.0,1.0,0.0,17.0,2017-03-04,2017-03-31,52548.087,3091.0639411764705,13.235294117647058,197.0,27.0,True,True,True,False,24.0,0.0
0crjpJ0yxPuhkFCj951tP/rFgY/Vd2uEfc8rfmHUTho=,0,22.0,22.0,female,7.0,2013-09-05,22.0,1.0,2017-03-06,2017-04-06,99.0,99.0,41.0,30.0,1.0,0.0,29.0,2017-03-01,2017-03-31,223329.543,7701.018724137931,17.79310344827586,1029.0,45.0,True,True,True,False,25.0,0.0
jhxdwOyK3KYMo0dh6o6ut0KyQFqithgF9JapXuRIkFc=,0,1.0,0.0,,7.0,2016-02-22,,1.0,2017-03-19,2017-04-19,100.0,100.0,41.0,30.0,1.0,0.0,8.0,2017-03-04,2017-03-31,34009.117,4251.139625,18.0,144.0,27.0,True,True,True,True,12.0,0.0
W76vDVBuYSKOH+nWU/JZZluMI0dHrvLMM8lrbR3MuXQ=,0,9.0,0.0,,7.0,2012-07-28,,1.0,2017-03-03,2017-04-03,149.0,149.0,41.0,30.0,1.0,0.0,31.0,2017-03-01,2017-03-31,367470.336,11853.881806451613,49.32258064516129,1332.0,293.0,True,True,True,True,28.0,0.0
1Ag8bII1Mehp/eXY+FfIYY9ANcxLOI5QtrcGLklLS48=,0,1.0,0.0,,7.0,2016-05-07,,1.0,2017-03-06,2017-04-06,99.0,99.0,41.0,30.0,1.0,0.0,13.0,2017-03-01,2017-03-27,17781.691,1367.8223846153846,6.846153846153846,65.0,21.0,True,True,True,True,25.0,4.0
k2Q9D/efeUux2drbfzvbjlFCO0G5WQ4PNwFOuIZ97uQ=,0,11.0,33.0,female,9.0,2009-03-09,33.0,1.0,2017-03-14,2017-04-16,149.0,149.0,40.0,30.0,1.0,0.0,10.0,2017-03-01,2017-03-23,54063.604,5406.3604,14.6,210.0,33.0,True,True,True,False,17.0,8.0
Wtk5SdQCEKH+4eyb/JkqqUl5wYHy+SsyQwKM5rRC2rQ=,0,13.0,34.0,male,9.0,2007-01-16,34.0,1.0,2017-03-05,2017-04-04,149.0,149.0,40.0,30.0,1.0,0.0,29.0,2017-03-01,2017-03-31,189588.111,6537.521068965518,21.379310344827587,802.0,62.0,True,True,True,False,26.0,0.0
H62UQ0UUbkkEPD+FeNjBfv/RDfE8sxdopm1/PWWdsJQ=,0,5.0,38.0,female,9.0,2015-02-17,38.0,1.0,2017-03-03,2017-04-02,149.0,149.0,40.0,30.0,1.0,0.0,9.0,2017-03-07,2017-03-28,33058.323,3673.147,14.444444444444445,125.0,30.0,True,True,True,False,28.0,3.0
m/07NDF+Gjt6CJH2igsUkhPxXMeVnGQsVhKPh26hKno=,0,1.0,0.0,,7.0,2016-01-10,,1.0,2017-03-10,2017-04-10,99.0,99.0,41.0,30.0,1.0,0.0,25.0,2017-03-04,2017-03-31,119447.866,4777.91464,17.8,443.0,204.0,True,True,True,True,21.0,0.0
9hu1D0qSayGLpLKXc/0Wd3C2TVLZ81qLJTbzLfFEQo8=,0,5.0,0.0,,9.0,2015-05-25,,1.0,2017-03-12,2017-04-11,149.0,149.0,37.0,30.0,1.0,0.0,21.0,2017-03-01,2017-03-31,128307.512,6109.881523809524,27.52380952380953,530.0,45.0,True,True,True,True,19.0,0.0
JsSQoed+DRVRIG9MqDiTr7Vlb0GWns54YmKvLGxXTa8=,0,1.0,43.0,female,4.0,2016-10-08,43.0,1.0,2017-03-31,2017-04-30,150.0,150.0,28.0,30.0,0.0,0.0,31.0,2017-03-01,2017-03-31,541141.026,17456.16212903226,25.483870967741936,2008.0,112.0,True,True,True,False,0.0,0.0
wDcUR20ySMc6I0pcXSg/73vTq612xD1z0amwleZ+N10=,0,15.0,39.0,male,9.0,2008-03-28,39.0,1.0,2017-03-11,2017-04-12,149.0,149.0,37.0,30.0,1.0,0.0,24.0,2017-03-03,2017-03-31,178347.691,7431.153791666667,19.58333333333333,640.0,58.0,True,True,True,False,20.0,0.0
TJ0V5sDmXCQFAPyn92LNNfp0kiaHN2eWiNR2C+tR/x0=,0,13.0,27.0,male,9.0,2008-03-23,27.0,2.0,2017-03-31,2017-05-12,149.0,149.0,39.0,30.0,1.0,0.0,17.0,2017-03-01,2017-03-31,78944.281,4643.781235294118,12.117647058823527,314.0,47.0,True,True,True,False,0.0,0.0
/bq+bn3TTxlaw/xjnr0qHSivaQdrwHWG3XvR3Dtg2P8=,0,1.0,0.0,,7.0,2015-10-05,,1.0,2017-03-05,2017-04-05,99.0,99.0,41.0,30.0,1.0,0.0,3.0,2017-03-04,2017-03-23,10082.783,3360.927666666667,3.6666666666666665,41.0,7.0,True,True,True,True,26.0,8.0
PMPFIeDq/gsurJvXopa1nErqLYn9Kps2DZ6ZyztR/U0=,0,1.0,0.0,,7.0,2015-08-03,,1.0,2017-03-14,2017-04-14,99.0,99.0,41.0,30.0,1.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,True,True,False,True,17.0,
zChN6aTkPSAx/AJsnoQ+HtY7VEsvWd2wqY3SwEs0zJc=,0,15.0,24.0,female,7.0,2016-07-22,24.0,1.0,2017-03-21,2017-04-21,99.0,99.0,41.0,30.0,1.0,0.0,1.0,2017-03-10,2017-03-10,295.696,295.696,5.0,0.0,3.0,True,True,True,False,10.0,21.0
8z6EjMhzYI5RxBFkDgfx0Q4O5ZKkuyBBIVwh8srQPn8=,0,14.0,44.0,female,3.0,2015-02-07,44.0,1.0,2017-03-27,2017-04-26,149.0,149.0,40.0,30.0,1.0,0.0,4.0,2017-03-12,2017-03-29,33009.797,8252.44925,30.0,131.0,11.0,True,True,True,False,4.0,2.0
W2dFBMKBdYaeI7rO+xzXIuJqXNv9RDOBaIZlLOpGv8M=,0,22.0,27.0,,7.0,2014-02-25,27.0,1.0,2017-03-25,2017-04-24,149.0,149.0,37.0,30.0,1.0,0.0,20.0,2017-03-05,2017-03-31,122735.368,6136.7684,26.7,494.0,46.0,True,True,True,False,6.0,0.0
x+F1EuCF2iyDptezbvyIWaW58ayuUAWKYfmEs2/LSXY=,0,4.0,0.0,female,7.0,2012-11-18,,1.0,2017-03-12,2017-04-12,99.0,99.0,41.0,30.0,1.0,0.0,8.0,2017-03-06,2017-03-22,14257.258,1782.15725,8.0,45.0,31.0,True,True,True,True,19.0,9.0
Ns8s7VRgB5rg62DJ6Y0wOhqjfwSSevVfZc23SB6dMHo=,0,14.0,29.0,female,3.0,2013-05-05,29.0,2.0,2017-03-31,2017-05-31,149.0,149.0,39.0,30.0,1.0,0.0,30.0,2017-03-01,2017-03-31,222952.155,7431.7385,25.966666666666665,891.0,99.0,True,True,True,False,0.0,0.0
hrCY1LalGfimCrmScLhjgsC0k2vopu0Nm+evEYTWGdg=,0,13.0,22.0,male,9.0,2015-02-19,22.0,1.0,2017-03-31,2017-04-30,149.0,149.0,33.0,30.0,1.0,0.0,22.0,2017-03-01,2017-03-30,372808.084,16945.822,61.59090909090909,1511.0,35.0,True,True,True,False,0.0,1.0
nIwZEH74LeEyXc0hTaGFbr6YC/Gg9DZ3Ew4hWBNc21I=,0,1.0,0.0,,7.0,2011-01-05,,2.0,2017-03-17,2017-04-17,99.0,99.0,41.0,30.0,1.0,1.0,30.0,2017-03-01,2017-03-31,305295.39,10176.513,21.8,1120.0,319.0,True,True,True,True,14.0,0.0
7e/0l9rbdSOk88cov+2zViBl4Z8tNRAH4DWhEi9AF90=,0,1.0,0.0,,7.0,2013-08-25,,1.0,2017-03-20,2017-04-20,99.0,99.0,41.0,30.0,1.0,0.0,30.0,2017-03-01,2017-03-31,250971.517,8365.717233333333,32.9,951.0,187.0,True,True,True,True,11.0,0.0
ahARcyfd/7QlflssetKcyPIwMPwV4Kq2AOqwUgHupWE=,0,1.0,0.0,,7.0,2015-11-25,,1.0,2017-03-25,2017-04-25,99.0,99.0,41.0,30.0,1.0,0.0,25.0,2017-03-02,2017-03-31,83084.517,3323.38068,13.6,281.0,68.0,True,True,True,True,6.0,0.0
TG7A1a/AV1OOMLAGMLU/pwH4vel0+GbxwS0Bq7NS2qE=,0,4.0,30.0,female,7.0,2014-01-22,30.0,1.0,2017-03-03,2017-04-03,99.0,99.0,41.0,30.0,1.0,0.0,27.0,2017-03-01,2017-03-31,264300.821,9788.919296296295,14.666666666666666,821.0,95.0,True,True,True,False,28.0,0.0
SRfRL1NEErW6ojb0GzuiJwk54Mk37FQnAOZ3M28Vcu0=,0,1.0,0.0,,7.0,2015-10-28,,1.0,2017-03-31,2017-04-30,99.0,99.0,41.0,30.0,1.0,0.0,6.0,2017-03-06,2017-03-23,9834.247,1639.0411666666666,3.333333333333333,45.0,2.0,True,True,True,True,0.0,8.0
QWH/xjA2O6RAGxx7Mz68O18W7NvqWwCmYBCG6BwelDg=,0,1.0,0.0,,7.0,2014-08-24,,1.0,2017-03-02,2017-04-02,99.0,99.0,41.0,30.0,1.0,0.0,8.0,2017-03-05,2017-03-29,41186.482,5148.31025,26.0,155.0,99.0,True,True,True,True,29.0,2.0
01CSq71Tllzb7y87T7WNqBQ887U4eAfurq2fp/IAgdw=,0,1.0,0.0,,7.0,2017-02-01,,1.0,2017-03-31,2017-04-30,100.0,100.0,41.0,30.0,1.0,0.0,18.0,2017-03-11,2017-03-31,80488.826,4471.6014444444445,19.11111111111111,271.0,55.0,True,True,True,True,0.0,0.0
HLTTU6rlMnAnqWtOwhVgC6JiqtKhdM2pHg5qm4sPQr8=,0,15.0,56.0,male,7.0,2016-05-31,56.0,1.0,2017-03-31,2017-04-30,99.0,99.0,41.0,30.0,1.0,0.0,2.0,2017-03-21,2017-03-26,5239.909,2619.9545,12.5,21.0,3.0,True,True,True,False,0.0,5.0
FT4fOOu9M4VOPOJyZOKfkR9KE3fi4iT4viaqclqiR/0=,0,5.0,19.0,male,9.0,2014-12-23,19.0,1.0,2017-03-22,2017-04-29,99.0,99.0,41.0,30.0,1.0,0.0,31.0,2017-03-01,2017-03-31,634981.644,20483.27883870968,95.38709677419357,2243.0,819.0,True,True,True,False,9.0,0.0
VhTRf1ra+Wnl9w5/BWT4OrcDj/AYNkQ1xxAnswKsa+I=,0,1.0,0.0,,7.0,2014-06-17,,1.0,2017-03-09,2017-04-09,99.0,99.0,41.0,30.0,1.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,True,True,False,True,22.0,
CBvAC6mL7uyLVb7jNZmQp/7PR6TBksLRBce/CauorO4=,0,1.0,0.0,,7.0,2017-02-14,,1.0,2017-03-13,2017-04-13,100.0,100.0,41.0,30.0,1.0,0.0,3.0,2017-03-16,2017-03-29,7155.963000000001,2385.3210000000004,16.333333333333332,25.0,26.0,True,True,True,True,18.0,2.0
tBLy2tysqeTQY6QrGEZ9fBwL6xCYvSKTgnzTogke5Xs=,0,13.0,33.0,male,9.0,2008-08-16,33.0,1.0,2017-03-17,2017-04-16,149.0,149.0,40.0,30.0,1.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,True,True,False,False,14.0,
Yai9ZVR3vxOyE78mMw5+GcXGkSGo49UkAMKn4skvQ1Q=,0,1.0,0.0,,3.0,2014-07-01,,1.0,2017-03-10,2017-04-10,180.0,180.0,29.0,30.0,1.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,True,True,False,True,21.0,
Q3GrRjuQ4yfqrT5nQv3o1kpwEjchrWcVrjuGl5Qq1Z4=,0,,,,,,,1.0,2017-03-24,2017-04-24,100.0,100.0,41.0,30.0,1.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,False,True,False,True,7.0,
gZtfLUQAY9fAqnwmatytH3WMAvH4+/Zg/YcgnSIoKnI=,0,13.0,32.0,male,7.0,2012-12-20,32.0,1.0,2017-03-19,2017-04-19,149.0,149.0,41.0,30.0,1.0,0.0,3.0,2017-03-10,2017-03-26,20315.843,6771.947666666667,25.0,78.0,4.0,True,True,True,False,12.0,5.0
LW5/j1GLTYLV9RnwOWLp/agkbO5WCKsl0RfXkrdsUCY=,0,13.0,31.0,male,9.0,2009-01-08,31.0,1.0,2017-03-31,2017-04-30,149.0,149.0,33.0,30.0,1.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,True,True,False,False,0.0,
rPVn5iVXAubja2wfJshPoHlOoks5xz12JlVvbzitQLw=,0,1.0,0.0,,7.0,2016-03-24,,1.0,2017-03-23,2017-04-23,149.0,149.0,41.0,30.0,1.0,0.0,18.0,2017-03-05,2017-03-31,106791.156,5932.842000000001,33.55555555555556,357.0,145.0,True,True,True,True,8.0,0.0
NJRWU+nkg6RLl78gITH7Rzt6pA+WFyMR3qVJtJFNVEk=,0,1.0,0.0,,7.0,2016-01-06,,1.0,2017-03-05,2017-04-05,99.0,99.0,41.0,30.0,1.0,0.0,31.0,2017-03-01,2017-03-31,198618.582,6407.051032258064,38.67741935483871,659.0,875.0,True,True,True,True,26.0,0.0
UNsyb7ekEizBbilwLxI4NZWIZWQeCCsq+wd9iAVIQx4=,0,1.0,0.0,,7.0,2016-07-12,,1.0,2017-03-12,2017-04-12,99.0,99.0,41.0,30.0,1.0,0.0,1.0,2017-03-26,2017-03-26,199.936,199.936,3.0,0.0,3.0,True,True,True,True,19.0,5.0
